"Supplied Name","verbatimScientificName","vernacularName","rawFamily","sourceStatus","status","IUCN_equivalent_status","taxonRank","guid","scientificName","genus","family","order","class","phylum","kingdom","vernacularName","matchType","nameType"
"Plectranthus leiperi","Plectranthus leiperi","-","Lamiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51774957","Coleus leiperi","Coleus","Lamiaceae","Lamiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Anthochaera phrygia","Anthochaera phrygia","Regent Honeyeater","Meliphagidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/31869a0e-2ce5-40be-b6f6-c0231a48b414","Anthochaera (Xanthomyza) phrygia","Anthochaera","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Regent Honeyeater","exactMatch",
"Darwinia ferricola","Darwinia ferricola","Scott River Darwinia","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913044","Darwinia ferricola","Darwinia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Scott River Darwinia","exactMatch",
"Petrogale persephone","Petrogale persephone","Proserpine Rock-wallaby","Macropodidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/59c897d9-9571-4554-b65a-84d0076d6999","Petrogale persephone","Petrogale","Macropodidae","Diprotodontia","Mammalia","Chordata","Animalia","Proserpine Rock-wallaby","exactMatch",
"Phascogale calura","Phascogale calura","Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor","Dasyuridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/0ed8d52e-d2ad-4e2d-99ad-16da31618c1b","Phascogale calura","Phascogale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia","Red-tailed Phascogale","exactMatch",
"Thesium australe","Thesium australe","Austral Toadflax, Toadflax","Santalaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2891975","Thesium australe","Thesium","Santalaceae","Santalales","Equisetopsida","Charophyta","Plantae","Austral Toadflax","exactMatch",
"Caladenia tonellii","Caladenia tonellii","Robust Fingers","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51399412","Caladenia tonellii","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Robust Fingers","exactMatch",
"Chordifex abortivus","Chordifex abortivus","Manypeaks Rush","Restionaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2904815","Chordifex abortivus","Chordifex","Restionaceae","Poales","Equisetopsida","Charophyta","Plantae","Manypeaks Rush","exactMatch",
"Diuris bracteata","Diuris bracteata","-","Orchidaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/taxon/apni/51404173","Diuris bracteata","Diuris","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Bracteate Donkey Orchid","exactMatch",
"Thomasia montana","Thomasia montana","Hill Thomasia","Sterculiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2902865","Thomasia montana","Thomasia","Malvaceae","Malvales","Equisetopsida","Charophyta","Plantae","Hill Thomasia","exactMatch",
"Tympanocryptis pinguicolla","Tympanocryptis pinguicolla","Victorian Grassland Earless Dragon","Agamidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/62caba59-3220-452d-a5c8-8dae09ebc169","Tympanocryptis pinguicolla","Tympanocryptis","Agamidae","Squamata","Reptilia","Chordata","Animalia","Victorian Grassland Earless Dragon","exactMatch",
"Backhousia tetraptera","Backhousia tetraptera","-","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2904493","Backhousia tetraptera","Backhousia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Caladenia audasii","Caladenia audasii","McIvor Spider-orchid, Audas' Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51398813","Caladenia audasii","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Mcivor Spiderorchid","exactMatch",
"Lerista nevinae","Lerista nevinae","Nevin's Slider","Scincidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/83bc222c-16be-4eba-8859-7528837f47f9","Lerista nevinae","Lerista","Scincidae","Squamata","Reptilia","Chordata","Animalia","Nevin's Slider","exactMatch",
"Verticordia staminosa subsp. staminosa","Verticordia staminosa subsp. staminosa","Wongan Featherflower","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916999","Verticordia staminosa subsp. staminosa","Verticordia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Wongan Featherflower","exactMatch",
"Nestor productus","Nestor productus","Norfolk Island Kaka","Psittacidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/0ad9b5d2-0ddf-4cdf-aab5-c7c8e8016157","Nestor productus","Nestor","Nestoridae","Psittaciformes","Aves","Chordata","Animalia","Norfolk Island Kaka","exactMatch",
"Swainsona murrayana","Swainsona murrayana","Slender Darling-pea, Slender Swainson, Murray Swainson-pea","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2888731","Swainsona murrayana","Swainsona","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Slender Darling Pea","exactMatch",
"Grevillea involucrata","Grevillea involucrata","Lake Varley Grevillea","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2903319","Grevillea involucrata","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Lake Varley Grevillea","exactMatch",
"Hylacola cauta halmaturina","Hylacola cauta halmaturina","Shy Heathwren (Kangaroo Island)","Acanthizidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/b1d20965-e327-4067-aff7-dfafc23fda32","Hylacola cauta halmaturina","Hylacola","Acanthizidae","Passeriformes","Aves","Chordata","Animalia",,"exactMatch",
"Calyptorhynchus banksii graptogyne","Calyptorhynchus banksii graptogyne","South-eastern Red-tailed Black-Cockatoo","Cacatuidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/6765ea54-8c5c-474c-b670-ac58c32f5d62","Calyptorhynchus (Calyptorhynchus) banksii graptogyne","Calyptorhynchus","Cacatuidae","Psittaciformes","Aves","Chordata","Animalia","South-eastern Red-tailed Black-cockatoo","exactMatch",
"Ixodia achillaeoides subsp. arenicola","Ixodia achillaeoides subsp. arenicola","Sand Ixodia, Ixodia","Asteraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2916083","Ixodia achillaeoides subsp. arenicola","Ixodia","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Coast Ixodia","exactMatch",
"Pterostylis despectans","Pterostylis despectans","Lowly Greenhood","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51412102","Pterostylis despectans","Pterostylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Mt Bryan Greenhood","exactMatch",
"Austrostipa metatoris","Austrostipa metatoris","-","Poaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2909702","Austrostipa metatoris","Austrostipa","Poaceae","Poales","Equisetopsida","Charophyta","Plantae","Spear-grass","exactMatch",
"Cyclopsitta diophthalma coxeni","Cyclopsitta diophthalma coxeni","Coxen's Fig-Parrot","Psittacidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/2c0e502e-f6ae-4efb-a023-d068a7955879","Cyclopsitta diophthalma coxeni","Cyclopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia","Coxen's Fig-parrot","exactMatch",
"Pimelea curviflora var. curviflora","Pimelea curviflora var. curviflora","-","Thymelaeaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2894491","Pimelea curviflora var. curviflora","Pimelea","Thymelaeaceae","Malvales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Acacia gordonii","Acacia gordonii","-","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2914687","Acacia gordonii","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Ricinocarpos trichophorus","Ricinocarpos trichophorus","Barrens Wedding Bush","Euphorbiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2911972","Ricinocarpos trichophorus","Ricinocarpos","Euphorbiaceae","Malpighiales","Equisetopsida","Charophyta","Plantae","Barrens Wedding Bush","exactMatch",
"Typhonium taylori","Typhonium taylori","a herb","Araceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51736757","Typhonium taylorii","Typhonium","Araceae","Alismatales","Equisetopsida","Charophyta","Plantae","A Herb","exactMatch",
"Polyphlebium endlicherianum","Polyphlebium endlicherianum","Middle Filmy Fern","Hymenophyllaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51437907","Polyphlebium endlicherianum","Polyphlebium","Hymenophyllaceae","Hymenophyllales","Equisetopsida","Charophyta","Plantae","Middle Filmy Fern","exactMatch",
"Sclerolaena napiformis","Sclerolaena napiformis","Turnip Copperburr","Chenopodiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2900454","Sclerolaena napiformis","Sclerolaena","Chenopodiaceae","Caryophyllales","Equisetopsida","Charophyta","Plantae","Turnip Copperburr","exactMatch",
"Dichanthium setosum","Dichanthium setosum","bluegrass","Poaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2905357","Dichanthium setosum","Dichanthium","Poaceae","Poales","Equisetopsida","Charophyta","Plantae","Bluegrass","exactMatch",
"Endiandra floydii","Endiandra floydii","Floyd's Walnut, Crystal Creek Walnut","Lauraceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2905701","Endiandra floydii","Endiandra","Lauraceae","Laurales","Equisetopsida","Charophyta","Plantae","Crystal Creek Walnut","exactMatch",
"Cadellia pentastylis","Cadellia pentastylis","Ooline","Surianaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51447911","Cadellia pentastylis","Cadellia","Surianaceae","Fabales","Equisetopsida","Charophyta","Plantae","Ooline","exactMatch",
"Zyzomys maini","Zyzomys maini","Arnhem Rock-rat, Arnhem Land Rock-rat, Kodjperr","Muridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/dab6e02d-b4a5-4009-81ea-14b9f139b910","Zyzomys maini","Zyzomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","Arnhem Land Rock-rat","exactMatch",
"Hibbertia basaltica","Hibbertia basaltica","Basalt Guinea-flower","Dilleniaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2906467","Hibbertia basaltica","Hibbertia","Dilleniaceae",,"Equisetopsida","Charophyta","Plantae","Basalt Guineaflower","exactMatch",
"Tetraria australiensis","Tetraria australiensis","Southern Tetraria","Cyperaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2896718","Tetraria australiensis","Tetraria","Cyperaceae","Poales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Notomys macrotis","Notomys macrotis","Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse","Muridae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/8323dd58-6aa8-442e-9446-a5d5cfb69241","Notomys macrotis","Notomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","Big-eared Hopping-mouse","exactMatch",
"Notelaea ipsviciensis","Notelaea ipsviciensis","Cooneana Olive","Oleaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51786486","Notelaea ipsviciensis","Notelaea","Oleaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Cooneana Olive","exactMatch",
"Fontainea oraria","Fontainea oraria","Coastal Fontainea","Euphorbiaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2917992","Fontainea oraria","Fontainea","Euphorbiaceae","Malpighiales","Equisetopsida","Charophyta","Plantae","Coastal Fontainea","exactMatch",
"Homoranthus croftianus","Homoranthus croftianus","Bolivia Homoranthus","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2898330","Homoranthus croftianus","Homoranthus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Bolivia Homoranthus","exactMatch",
"Archidendron lovelliae","Archidendron lovelliae","Bacon Wood, Tulip Siris","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2898291","Archidendron lovelliae","Archidendron","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Bacon Wood","exactMatch",
"Eucalyptus copulans","Eucalyptus copulans","-","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2891931","Eucalyptus copulans","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Caladenia amoena","Caladenia amoena","Charming Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51398769","Caladenia amoena","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Charming Spiderorchid","exactMatch",
"Nannoperca oxleyana","Nannoperca oxleyana","Oxleyan Pygmy Perch","Percichthyidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/8692cabf-977f-49be-b8e6-24bca257c0a8","Nannoperca oxleyana","Nannoperca","Percichthyidae","Perciformes","Actinopterygii","Chordata","Animalia","Oxleyan Pygmy Perch","exactMatch",
"Rhodamnia maideniana","Rhodamnia maideniana","Smooth Scrub Turpentine","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2917213","Rhodamnia maideniana","Rhodamnia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Smooth Scrub Turpentine","exactMatch",
"Carinascincus microlepidotus","Carinascincus microlepidotus","Boulder Cool-skink, Southern Snow Skink","Scincidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/3a012b1b-272d-460d-85d0-568a90fc4d78","Carinascincus microlepidotus","Carinascincus","Scincidae","Squamata","Reptilia","Chordata","Animalia","Boulder Cool-skink","exactMatch",
"Homoranthus bruhlii","Homoranthus bruhlii","-","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2888616","Homoranthus bruhlii","Homoranthus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Paracaleana dixonii","Paracaleana dixonii","Sandplain Duck Orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51399659","Caleana dixonii","Caleana","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Bulbophyllum globuliforme","Bulbophyllum globuliforme","Miniature Moss-orchid, Hoop Pine Orchid","Orchidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51396335","Bulbophyllum globuliforme","Bulbophyllum","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Miniature Mossorchid","exactMatch",
"Eidothea hardeniana","Eidothea hardeniana","Nightcap Oak","Proteaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2908076","Eidothea hardeniana","Eidothea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Nightcap Oak","exactMatch",
"Galaxias supremus","Galaxias supremus","Kosciuszko Galaxias","Galaxiidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/4f0c4314-0796-45ea-85cf-3f4ca504ab0c","Galaxias supremus","Galaxias","Galaxiidae","Salmoniformes","Actinopterygii","Chordata","Animalia","Kosciuszko Galaxias","exactMatch",
"Alectryon ramiflorus","Alectryon ramiflorus","Isis Tamarind","Sapindaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51294089","Alectryon ramiflorus","Alectryon","Sapindaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Isis Tamarind","exactMatch",
"Microcorys eremophiloides","Microcorys eremophiloides","Wongan Microcorys","Lamiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2909934","Microcorys eremophiloides","Microcorys","Lamiaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Wongan Microcorys","exactMatch",
"Leucopogon gnaphalioides","Leucopogon gnaphalioides","Stirling Range Beard Heath","Epacridaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2887220","Leucopogon gnaphalioides","Leucopogon","Ericaceae","Ericales","Equisetopsida","Charophyta","Plantae","Stirling Range Beard Heath","exactMatch",
"Dendrobium johannis","Dendrobium johannis","Chocolate Tea Tree Orchid","Orchidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51402864","Dendrobium johannis","Dendrobium","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Chocolate Tea Tree Orchid","exactMatch",
"Epacris stuartii","Epacris stuartii","Southport Heath, Stuart's Heath","Epacridaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2912945","Epacris stuartii","Epacris","Ericaceae","Ericales","Equisetopsida","Charophyta","Plantae","Southport Heath","exactMatch",
"Zieria granulata","Zieria granulata","Hill Zieria, Hilly Zieria, Illawarra Zieria","Rutaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916054","Zieria granulata","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","Illawarra Zieria","exactMatch",
